label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
hello,0.3667483329772949,0.7220165729522705,-1.6525949320111977e-07,0.4556013345718384,0.6601738929748535,-0.04205268993973732,0.5143349766731262,0.5290001034736633,-0.05489471182227135,0.4947398900985718,0.41932421922683716,-0.06690192967653275,0.44656309485435486,0.37423402070999146,-0.07852771878242493,0.4768279790878296,0.39863520860671997,-0.02687494084239006,0.485361248254776,0.23945197463035583,-0.06270210444927216,0.48058658838272095,0.14061003923416138,-0.08254770934581757,0.4764062166213989,0.05526992678642273,-0.09591849148273468,0.41299208998680115,0.4002162218093872,-0.026383981108665466,0.40993815660476685,0.3350633680820465,-0.10589347779750824,0.40624284744262695,0.4563605785369873,-0.1257229447364807,0.409827321767807,0.5515779256820679,-0.116068035364151,0.3555622696876526,0.41413429379463196,-0.03099263645708561,0.3470136523246765,0.3713033199310303,-0.10597097128629684,0.35742175579071045,0.4881547689437866,-0.0995003804564476,0.37069952487945557,0.5694878101348877,-0.07122167199850082,0.29977425932884216,0.43878233432769775,-0.038925036787986755,0.2969563901424408,0.38571006059646606,-0.0880851075053215,0.3120250701904297,0.46722936630249023,-0.08053934574127197,0.3277078866958618,0.5278511047363281,-0.05972098186612129
hello,0.36253821849823,0.7184181213378906,-1.522875550108438e-07,0.45152798295021057,0.6568750143051147,-0.04318711906671524,0.5102954506874084,0.5271036028862,-0.05689634755253792,0.4904475808143616,0.41699841618537903,-0.06935860961675644,0.440771222114563,0.3694941997528076,-0.08145235478878021,0.471096396446228,0.39623937010765076,-0.02987022139132023,0.47859564423561096,0.23757173120975494,-0.066169872879982,0.4737687110900879,0.13807496428489685,-0.086553655564785,0.4690680205821991,0.05169093608856201,-0.10049843788146973,0.4075193405151367,0.39698636531829834,-0.02881912887096405,0.4031960964202881,0.33330947160720825,-0.10756097733974457,0.3999507427215576,0.45436954498291016,-0.12684011459350586,0.40367791056632996,0.5484901666641235,-0.11742246150970459,0.35021907091140747,0.41101768612861633,-0.032823193818330765,0.34053048491477966,0.3690442442893982,-0.10708896070718765,0.35169655084609985,0.4849724769592285,-0.09982893615961075,0.3654404878616333,0.5651966333389282,-0.07171592861413956,0.29470303654670715,0.4367513358592987,-0.040284790098667145,0.2915944755077362,0.3852243721485138,-0.08968469500541687,0.30704188346862793,0.4668765664100647,-0.08203257620334625,0.3228011727333069,0.5271893739700317,-0.061395544558763504
hello,0.35444191098213196,0.7312437295913696,-1.8370870691342134e-07,0.4424147605895996,0.6671552658081055,-0.04234978184103966,0.5003476142883301,0.535887598991394,-0.05479056388139725,0.4799460768699646,0.4260699450969696,-0.06589370220899582,0.4323676526546478,0.37895146012306213,-0.07632243633270264,0.46207740902900696,0.40460848808288574,-0.027533356100320816,0.46831846237182617,0.24716226756572723,-0.06305566430091858,0.46236592531204224,0.14960834383964539,-0.0826391726732254,0.4568600356578827,0.06457427144050598,-0.0959334746003151,0.39918529987335205,0.40737125277519226,-0.026690328493714333,0.39351242780685425,0.34287339448928833,-0.1037997156381607,0.3915121555328369,0.4649823009967804,-0.12232224643230438,0.3967536389827728,0.5579150915145874,-0.11269470304250717,0.34217703342437744,0.4227859675884247,-0.031078442931175232,0.3311089277267456,0.38042715191841125,-0.10527893900871277,0.3432255983352661,0.4982950985431671,-0.09855861961841583,0.3577314615249634,0.5771711468696594,-0.07071233540773392,0.28647956252098083,0.4493934214115143,-0.03876020014286041,0.28236275911331177,0.3952941298484802,-0.0876566469669342,0.29819589853286743,0.47704124450683594,-0.07994262129068375,0.3139989376068115,0.5360968708992004,-0.0594235397875309
hello,0.3495918810367584,0.7513277530670166,-1.8940168899916898e-07,0.43844372034072876,0.6877900958061218,-0.04388074204325676,0.4975714087486267,0.5574378371238708,-0.05662621185183525,0.4803709387779236,0.44671255350112915,-0.06766209751367569,0.43290817737579346,0.3982861340045929,-0.07779085636138916,0.45942455530166626,0.4239481985569,-0.02914637140929699,0.4655507206916809,0.26286858320236206,-0.06560167670249939,0.4590330421924591,0.1635717749595642,-0.0859067514538765,0.45337289571762085,0.07660093903541565,-0.09963297843933105,0.396167516708374,0.42675715684890747,-0.027584485709667206,0.38919106125831604,0.3597255349159241,-0.1057816669344902,0.3862664997577667,0.4822901785373688,-0.12463942915201187,0.3918495774269104,0.576076090335846,-0.11500932276248932,0.3384395241737366,0.4416511058807373,-0.031448040157556534,0.32631629705429077,0.3966844081878662,-0.10615480691194534,0.3381434679031372,0.5152857303619385,-0.0994957983493805,0.3532758355140686,0.5948271155357361,-0.07157256454229355,0.2822815179824829,0.4674655795097351,-0.03879569470882416,0.2768906354904175,0.4124431610107422,-0.0877736359834671,0.29278212785720825,0.4947497248649597,-0.08019106835126877,0.30929282307624817,0.554318904876709,-0.059744786471128464
hello,0.35178864002227783,0.7600404024124146,-1.7189374545978353e-07,0.4421564042568207,0.6984816789627075,-0.04230482876300812,0.501723051071167,0.5673735737800598,-0.05474457889795303,0.48084765672683716,0.45642536878585815,-0.06596069037914276,0.4295719563961029,0.4141838848590851,-0.07678692787885666,0.4612659811973572,0.43605244159698486,-0.02726532146334648,0.46773213148117065,0.27560511231422424,-0.06261653453111649,0.46166056394577026,0.17550083994865417,-0.08269235491752625,0.4565415680408478,0.08849605917930603,-0.09649574011564255,0.397219717502594,0.43760842084884644,-0.026287024840712547,0.392333447933197,0.37027400732040405,-0.10509449988603592,0.3879435956478119,0.49352917075157166,-0.12481659650802612,0.39158740639686584,0.589993953704834,-0.11522068083286285,0.3397601544857025,0.45092445611953735,-0.030314678326249123,0.3290629982948303,0.40694382786750793,-0.10461529344320297,0.3387617766857147,0.5243010520935059,-0.0983133316040039,0.3523322343826294,0.6061307191848755,-0.07036074250936508,0.2843722403049469,0.47415319085121155,-0.03766871616244316,0.2793627381324768,0.42031869292259216,-0.08586038649082184,0.2928330898284912,0.5007957220077515,-0.07814418524503708,0.3078959882259369,0.5606011152267456,-0.05761302635073662
hello,0.4596720337867737,0.8208975791931152,-9.983239834809865e-08,0.5492001175880432,0.7659143209457397,-0.04560763016343117,0.627153754234314,0.6346914768218994,-0.06413985788822174,0.6120238900184631,0.5162913799285889,-0.08052024245262146,0.5468012094497681,0.4791010320186615,-0.09678003937005997,0.5712734460830688,0.48827970027923584,-0.04319436103105545,0.5832904577255249,0.3181766867637634,-0.08170580863952637,0.5889979004859924,0.2093987762928009,-0.10323531925678253,0.5918565392494202,0.11799418926239014,-0.11772334575653076,0.5041496753692627,0.4866482615470886,-0.04268393665552139,0.5122447609901428,0.43946054577827454,-0.12093379348516464,0.5092554688453674,0.5687516927719116,-0.13666509091854095,0.5071978569030762,0.6633133888244629,-0.1258559674024582,0.44370540976524353,0.5009863376617432,-0.04625050723552704,0.4449116885662079,0.4757504463195801,-0.11765842139720917,0.45173579454421997,0.5888389348983765,-0.10423103719949722,0.4583774209022522,0.6617110967636108,-0.0736064687371254,0.38406604528427124,0.5276598930358887,-0.05359877645969391,0.389724463224411,0.4831887483596802,-0.09649144858121872,0.4039691984653473,0.5628631711006165,-0.08065446466207504,0.41347068548202515,0.6180779933929443,-0.05532592907547951
hello,0.5531482696533203,0.8093526363372803,-7.257275314032086e-08,0.6475664377212524,0.7517143487930298,-0.0411381796002388,0.7272070646286011,0.6235339641571045,-0.05924874544143677,0.7135799527168274,0.5055753588676453,-0.07656709849834442,0.6538270115852356,0.46646565198898315,-0.09412835538387299,0.6759886741638184,0.4739189147949219,-0.038189567625522614,0.7006230354309082,0.30786216259002686,-0.07489262521266937,0.7155410051345825,0.20345154404640198,-0.09572789072990417,0.7259836196899414,0.11343678832054138,-0.10962538421154022,0.6090564131736755,0.4720709025859833,-0.03978130966424942,0.631484866142273,0.42361700534820557,-0.11435037851333618,0.6260852813720703,0.5518755316734314,-0.1292789727449417,0.6162847280502319,0.6467591524124146,-0.11880842596292496,0.5479487180709839,0.4865368902683258,-0.045014381408691406,0.5638318657875061,0.4503288269042969,-0.1128188967704773,0.5684203505516052,0.5630987882614136,-0.09817148745059967,0.5665963292121887,0.6398311257362366,-0.06758011877536774,0.4866793751716614,0.5143743753433228,-0.053584154695272446,0.5041670203208923,0.4562534987926483,-0.09348256886005402,0.5187355279922485,0.5352597236633301,-0.0752485990524292,0.5214301347732544,0.5957876443862915,-0.048731815069913864
hello,0.5785868167877197,0.7787198424339294,-6.5975953589259e-08,0.6712778806686401,0.7196555733680725,-0.03955114632844925,0.7483797669410706,0.5945866107940674,-0.055053215473890305,0.7405195236206055,0.4803944230079651,-0.07079597562551498,0.6869752407073975,0.42594945430755615,-0.08655864000320435,0.7071981430053711,0.4471498429775238,-0.0332048237323761,0.7312150001525879,0.276874840259552,-0.07110482454299927,0.7464057207107544,0.17518404126167297,-0.09135294705629349,0.7581713199615479,0.08689063787460327,-0.10382401198148727,0.6404765844345093,0.443643182516098,-0.035702742636203766,0.6653164029121399,0.3824199438095093,-0.11269666999578476,0.6569479703903198,0.508813202381134,-0.1286667436361313,0.6477649211883545,0.6039977073669434,-0.11736247688531876,0.5794548988342285,0.4560655653476715,-0.0424458310008049,0.6011353731155396,0.4162060618400574,-0.11580035835504532,0.6013998985290527,0.5361726880073547,-0.1040554866194725,0.598856508731842,0.6168205142021179,-0.07287713885307312,0.5163600444793701,0.4820416271686554,-0.05218793451786041,0.5400049090385437,0.42742589116096497,-0.0975092425942421,0.5530175566673279,0.5084708333015442,-0.08254852145910263,0.556648850440979,0.570886492729187,-0.05677911266684532
hello,0.4361608028411865,0.7944982647895813,-1.632656960737222e-07,0.5255089402198792,0.7393487691879272,-0.03846096247434616,0.595512330532074,0.6044135093688965,-0.04974924400448799,0.5718698501586914,0.4941004812717438,-0.05934923514723778,0.5070450901985168,0.4658295214176178,-0.06890533119440079,0.5441151857376099,0.4537128508090973,-0.032022930681705475,0.5523912906646729,0.2957583963871002,-0.06393059343099594,0.5544568300247192,0.19487205147743225,-0.08188451826572418,0.5537511706352234,0.1097378134727478,-0.09493506699800491,0.48001253604888916,0.4595350921154022,-0.03289726376533508,0.4877646565437317,0.41440349817276,-0.09848414361476898,0.4888964295387268,0.5401397347450256,-0.11101972311735153,0.48813408613204956,0.6240435242652893,-0.10174298286437988,0.4230195879936218,0.4822036325931549,-0.03764450550079346,0.42226558923721313,0.45654329657554626,-0.09907477349042892,0.4358201324939728,0.5660781264305115,-0.0864185020327568,0.44264012575149536,0.6288583278656006,-0.060133278369903564,0.3653963804244995,0.5178012251853943,-0.04566552862524986,0.37021195888519287,0.47765907645225525,-0.08098237961530685,0.38723593950271606,0.553727388381958,-0.06498701125383377,0.3944697976112366,0.6003363728523254,-0.04256613552570343
hello,0.35590142011642456,0.8362074494361877,-1.824989368515162e-07,0.43769216537475586,0.7740683555603027,-0.04284749552607536,0.49932923913002014,0.6397110223770142,-0.055877480655908585,0.48459696769714355,0.5318431258201599,-0.06667988747358322,0.42694976925849915,0.5082813501358032,-0.07660599052906036,0.456989586353302,0.5034783482551575,-0.03522516414523125,0.463487446308136,0.34246671199798584,-0.06884446740150452,0.4596949815750122,0.24255171418190002,-0.08658743649721146,0.4541734457015991,0.157429039478302,-0.09875143319368362,0.39326390624046326,0.5070021152496338,-0.03411312401294708,0.39075547456741333,0.449995756149292,-0.10734839737415314,0.3890371322631836,0.5749353170394897,-0.12193682789802551,0.39259207248687744,0.6675655841827393,-0.11039165407419205,0.3366047441959381,0.5228930711746216,-0.03750964626669884,0.3277684450149536,0.49296560883522034,-0.10453318804502487,0.34019753336906433,0.6020374298095703,-0.09634456783533096,0.3527829349040985,0.6733770966529846,-0.06965886801481247,0.2829970717430115,0.5502595901489258,-0.04458769038319588,0.2795301079750061,0.5072583556175232,-0.0849282518029213,0.2958386540412903,0.5805716514587402,-0.07450613379478455,0.3092408776283264,0.6336872577667236,-0.05391237512230873
hello,0.30709999799728394,0.8217847347259521,-1.6714534467610065e-07,0.3811134696006775,0.7540203332901001,-0.0453835166990757,0.429595410823822,0.620050847530365,-0.06078445538878441,0.403445303440094,0.5175366401672363,-0.07398387044668198,0.3453616499900818,0.49381086230278015,-0.08628905564546585,0.3837532103061676,0.486420601606369,-0.03540267050266266,0.37694141268730164,0.32971012592315674,-0.06990711390972137,0.3609795570373535,0.23590877652168274,-0.08789040148258209,0.34677937626838684,0.1562807857990265,-0.09997016191482544,0.3210856318473816,0.49783438444137573,-0.03332073241472244,0.3030238151550293,0.44449418783187866,-0.10986804962158203,0.3101106286048889,0.565218985080719,-0.12704259157180786,0.32525989413261414,0.6553854942321777,-0.11669809371232986,0.26580163836479187,0.5207936763763428,-0.036148566752672195,0.24590954184532166,0.4928584396839142,-0.10702750086784363,0.26758480072021484,0.6007949113845825,-0.10121282190084457,0.2907206118106842,0.6719992756843567,-0.07510064542293549,0.2138507068157196,0.5535190105438232,-0.04273732379078865,0.2010919153690338,0.510812520980835,-0.08793382346630096,0.22212263941764832,0.5830172896385193,-0.08072103559970856,0.24389079213142395,0.6348944306373596,-0.06143763288855553
hello,0.3385399281978607,0.784932017326355,-1.6662650637044862e-07,0.4143967032432556,0.7152284979820251,-0.04284687340259552,0.46501100063323975,0.5836256742477417,-0.05731555074453354,0.43912360072135925,0.4842747151851654,-0.06954457610845566,0.3838968276977539,0.45597076416015625,-0.08085962384939194,0.4111526608467102,0.45703086256980896,-0.03307356312870979,0.40462929010391235,0.3069530129432678,-0.06625081598758698,0.39332395792007446,0.21318024396896362,-0.08471181988716125,0.38233885169029236,0.1344505250453949,-0.09723145514726639,0.3506552278995514,0.46793198585510254,-0.03164883702993393,0.33664026856422424,0.4166983366012573,-0.10325883328914642,0.34553924202919006,0.5297757387161255,-0.12054052203893661,0.3584717810153961,0.6165364980697632,-0.1118544489145279,0.2984590232372284,0.4907923936843872,-0.03470757603645325,0.28125712275505066,0.4648122787475586,-0.10094711184501648,0.3032916188240051,0.5630626082420349,-0.09464803338050842,0.32408571243286133,0.6295809745788574,-0.06974579393863678,0.2505623698234558,0.5234416723251343,-0.041303861886262894,0.23712944984436035,0.4771851599216461,-0.08288037776947021,0.2575921416282654,0.5445350408554077,-0.07368320226669312,0.27677756547927856,0.5951788425445557,-0.05372658744454384
hello,0.4277237057685852,0.7781729102134705,-1.1243392350479553e-07,0.516153872013092,0.7197712063789368,-0.04123377427458763,0.5803356170654297,0.5857753157615662,-0.055462975054979324,0.5593811869621277,0.47431787848472595,-0.06793125718832016,0.4989025592803955,0.4428521394729614,-0.08038455992937088,0.5279465317726135,0.4544125497341156,-0.03489876538515091,0.5341013669967651,0.29865744709968567,-0.06805802881717682,0.5333178043365479,0.19897279143333435,-0.08690347522497177,0.5317173600196838,0.11595943570137024,-0.09980516135692596,0.46443071961402893,0.4583512246608734,-0.03389326110482216,0.46765971183776855,0.4057794511318207,-0.1050780788064003,0.47093865275382996,0.5237606763839722,-0.120472751557827,0.4757888913154602,0.6171430349349976,-0.11056022346019745,0.4083267152309418,0.47560563683509827,-0.03672213479876518,0.4066355526447296,0.4462071657180786,-0.10120073705911636,0.4190763831138611,0.5498957633972168,-0.09085603058338165,0.430073082447052,0.6236199736595154,-0.0637165755033493,0.35433489084243774,0.5030314922332764,-0.043017178773880005,0.35726553201675415,0.45441845059394836,-0.08206865936517715,0.3730261027812958,0.5254471898078918,-0.0693150982260704,0.3846437633037567,0.5800729393959045,-0.04731977358460426
